Event date,Day,Action,Protester,State/target,Agent,Event,Country,Location,Issue,Linked date,Time,# protester,Arrests,Injuries,ProtKilled,Propdamag,#State,#State inj,#State killed,Org strength: dissidents,Org. strength: regime,Source,Story date,No event found
03-Jan-82,Sun,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
04-Jan-82,Mon,repression,Solidarity,military,,military armor appears near factories,Poland,Poland,repression,13/12/1981,,0,0,0,0,N,301,0,0,14000000,2036100,Fin Times,05/01/1982,
04-Jan-82,Mon,hunger strike,prisoners,military,,demand better conditions in jail,Poland,Bialoleka,freedom,13/12/1981,,100,0,0,0,N,0,0,0,14000000,2036100,Reuters,08/01/1982,
04-Jan-82,Mon,symbolic,Solidarity,military,,candles left at monument of repression,Poland,Poznan,freedom,13/12/1981,,6,0,0,0,N,0,0,0,14000000,2036100,Reuters,13/01/1982,
04-Jan-82,Mon,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
05-Jan-82,Tue,petition,prisoners,military,,Bialoleka jail inmates protest conditions,Poland,Warsaw,justice,13/12/1981,,300,0,0,0,N,0,0,0,5000,2036100,Fin Times,05/01/1982,
05-Jan-82,Tue,preclude,students,military,,military bans Independent Student Union,Poland,Poland,repression,13/12/1981,,0,0,0,0,N,0,0,0,14000000,2036100,Reuters,06/01/1982,
05-Jan-82,Tue,expulsion,party members,military,,large purge of communist party; many quit,Poland,Poland,repression,13/12/1981,,0,0,0,0,N,0,0,0,300000,2036100,Fin Times,06/01/1982,
05-Jan-82,Tue,demonstration,Solidarity,military,,supporters throng at the court for Solidarity trials,Poland,Warsaw,freedom,13/12/1981,,301,0,0,0,N,0,0,0,14000000,2036100,Reuters,07/01/1982,
05-Jan-82,Tue,hunger strike,prisoners,military,,demand better conditions in jail,Poland,Bialoleka,freedom,13/12/1981,,100,0,0,0,N,0,0,0,14000000,2036100,Reuters,08/01/1982,
05-Jan-82,Tue,arrest,Solidarity,military,,arrest group publishing leaflets,Poland,Radom,repression,13/12/1981,,21,21,0,0,N,31,0,0,14000000,2036100,Reuters,09/01/1982,
05-Jan-82,Tue,symbolic,Solidarity,military,,candles left at monument of repression,Poland,Poznan,freedom,13/12/1981,,6,0,0,0,N,0,0,0,14000000,2036100,Reuters,13/01/1982,
05-Jan-82,Tue,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
06-Jan-82,Wed,trial,Solidarity,military,,"38 sentenced for martial-law ""crimes""",Poland,Warsaw,repression,13/12/1981,,0,38,0,0,N,0,0,0,14000000,2036100,Reuters,06/01/1982,
06-Jan-82,Wed,symbolic,Solidarity,military,,internees wear Solidarity button with bars over it,Poland,Poland,freedom,13/12/1981,,301,0,0,0,N,0,0,0,14000000,2036100,Reuters,06/01/1982,
06-Jan-82,Wed,mobilization,Solidarity,military,,2 free Solidarity leaders send letters urging passive resistance,Poland,Poland,freedom,13/12/1981,,2,0,0,0,N,0,0,0,14000000,2036100,Reuters,06/01/1982,
06-Jan-82,Wed,demonstration,Solidarity,military,,supporters throng at the court for Solidarity trials,Poland,Warsaw,freedom,13/12/1981,,301,0,0,0,N,0,0,0,14000000,2036100,Reuters,07/01/1982,
06-Jan-82,Wed,petition,Church,military,,Glemp criticizes effort to make members to leave Solidarity,Poland,Warsaw,justice,13/12/1981,,1,0,0,0,N,0,0,0,20000000,2036100,Reuters,07/01/1982,
06-Jan-82,Wed,hunger strike,prisoners,military,,demand better conditions in jail,Poland,Bialoleka,freedom,13/12/1981,,100,0,0,0,N,0,0,0,14000000,2036100,Reuters,08/01/1982,
06-Jan-82,Wed,symbolic,Solidarity,military,,candles left at monument of repression,Poland,Poznan,freedom,13/12/1981,,6,0,0,0,N,0,0,0,14000000,2036100,Reuters,13/01/1982,
06-Jan-82,Wed,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
07-Jan-82,Thu,accede,Solidarity,military,,4 Solidarity leaders acquitted on FSO strike,Poland,Warsaw,accede,13/12/1981,,0,0,0,0,N,0,0,0,14000000,2036100,Reuters,07/01/1982,
07-Jan-82,Thu,civil disobedience,Solidarity,military,,most detained leaders refuse to sign loyalty oath,Poland,Poland,freedom,13/12/1981,,301,0,0,0,N,0,0,0,14000000,2036100,Reuters,07/01/1982,
07-Jan-82,Thu,petition,Solidarity,military,,underground bulletin calls for general strike plans,Poland,Poland,freedom,13/12/1981,,301,0,0,0,N,0,0,0,14000000,2036100,Reuters,07/01/1982,
07-Jan-82,Thu,repression,students,military,,military delays opening of universities,Poland,Poland,repression,13/12/1981,,0,0,0,0,N,0,0,0,14000000,2036100,Reuters,07/01/1982,
07-Jan-82,Thu,petition,Solidarity,military,,Solidarity denies it is talking with military,Poland,Poland,freedom,13/12/1981,,301,0,0,0,N,0,0,0,14000000,2036100,Reuters,07/01/1982,
07-Jan-82,Thu,rally,Church,military,,Glemp says loyalty oaths are unethical,Poland,Warsaw,freedom,13/12/1981,,3000,0,0,0,N,0,0,0,20000000,2036100,Reuters,07/01/1982,
07-Jan-82,Thu,hunger strike,prisoners,military,,demand better conditions in jail,Poland,Bialoleka,freedom,13/12/1981,,100,0,0,0,N,0,0,0,14000000,2036100,Reuters,08/01/1982,
07-Jan-82,Thu,trial,Solidarity,military,,5 Solidarity leaders sentenced to prison,Poland,Biala,repression,13/12/1981,,0,5,0,0,N,0,0,0,14000000,2036100,BBC,12/01/1982,
07-Jan-82,Thu,symbolic,Solidarity,military,,candles left at monument of repression,Poland,Poznan,freedom,13/12/1981,,6,0,0,0,N,0,0,0,14000000,2036100,Reuters,13/01/1982,
07-Jan-82,Thu,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
08-Jan-82,Fri,petition,intellectuals,military,,ask lifting of martial law,Poland,Warsaw,freedom,13/12/1981,,8,0,0,0,N,0,0,0,2000,2036100,Reuters,08/01/1982,
08-Jan-82,Fri,repression,faculty,military,,faculty must obey 4 conditions to teach,Poland,Warsaw,repression,13/12/1981,,0,0,0,0,N,0,0,0,5000,2036100,Reuters,08/01/1982,
08-Jan-82,Fri,repression,citizens,military,,"telephone service restored, but monitored",Poland,Poland,repression,13/12/1981,,0,0,0,0,N,0,0,0,20000000,2036100,Reuters,08/01/1982,
08-Jan-82,Fri,hunger strike,prisoners,military,,demand better conditions in jail,Poland,Bialoleka,freedom,13/12/1981,,100,0,0,0,N,0,0,0,14000000,2036100,Reuters,08/01/1982,
08-Jan-82,Fri,symbolic,Solidarity,military,,candles left at monument of repression,Poland,Poznan,freedom,13/12/1981,,6,0,0,0,N,0,0,0,14000000,2036100,Reuters,13/01/1982,
08-Jan-82,Fri,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
09-Jan-82,Sat,slowdown,Solidarity,military,,dockworkers go slow on ports,Poland,Swinoujscie,freedom,13/12/1981,,3001,0,0,0,N,0,0,0,14000000,2036100,Fin Times,09/01/1982,
09-Jan-82,Sat,trial,Solidarity,military,,2 strike leaders sentenced to 4 years,Poland,Katowice,repression,13/12/1981,,0,0,0,0,N,0,0,0,14000000,2036100,Reuters,09/01/1982,
09-Jan-82,Sat,trial,Solidarity,military,,3 strike leaders sentenced to 3 years,Poland,Wroclaw,repression,13/12/1981,,0,0,0,0,N,0,0,0,14000000,2036100,Reuters,09/01/1982,
09-Jan-82,Sat,trial,Solidarity,military,,1 strike leader sentenced to 3 years,Poland,Bialystok,repression,13/12/1981,,0,0,0,0,N,0,0,0,14000000,2036100,Reuters,10/01/1982,
09-Jan-82,Sat,hunger strike,prisoners,military,,demand better conditions in jail,Poland,Bialoleka,freedom,13/12/1981,,100,0,0,0,N,0,0,0,14000000,2036100,Reuters,11/01/1982,
09-Jan-82,Sat,symbolic,Solidarity,military,,candles left at monument of repression,Poland,Poznan,freedom,13/12/1981,,6,0,0,0,N,0,0,0,14000000,2036100,Reuters,13/01/1982,
09-Jan-82,Sat,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
09-Jan-82,Sat,exit,dissidents,military,,allowed to leave Poland legally,Poland,Poland,freedom,13/12/1981,,21,0,0,0,N,0,0,0,14000000,2036000,BBC,27/01/1982,
10-Jan-82,Sun,petition,Church,military,,Pope says oaths violate human rights,Poland,Rome,freedom,13/12/1981,,1,0,0,0,N,0,0,0,20000000,2036100,Reuters,10/01/1982,
10-Jan-82,Sun,hunger strike,prisoners,military,,demand better conditions in jail,Poland,Bialoleka,freedom,13/12/1981,,100,0,0,0,N,0,0,0,14000000,2036100,Reuters,11/01/1982,
10-Jan-82,Sun,symbolic,Solidarity,military,,candles left at monument of repression,Poland,Poznan,freedom,13/12/1981,,6,0,0,0,N,0,0,0,14000000,2036100,Reuters,13/01/1982,
10-Jan-82,Sun,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
11-Jan-82,Mon,accede,Solidarity,military,,3 strike leaders acquitted for strikes,Poland,Warsaw,accede,13/12/1981,,0,0,0,0,N,0,0,0,14000000,2036100,Reuters,11/01/1982,
11-Jan-82,Mon,exit,seamen,military,,seamen jump ship in Canada & New Zealand,Poland,Canada/NZ,freedom,13/12/1981,,100,0,0,0,N,0,0,0,14000000,2036100,Reuters,12/01/1982,
11-Jan-82,Mon,symbolic,Solidarity,military,,candles left at monument of repression,Poland,Poznan,freedom,13/12/1981,,6,0,0,0,N,0,0,0,14000000,2036100,Reuters,13/01/1982,
11-Jan-82,Mon,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
12-Jan-82,Tue,demonstration,seamen,military,,demand news of family and freedom,Poland,Canada,freedom,13/12/1981,,74,0,0,0,N,0,0,0,14000000,2036100,Reuters,12/01/1982,
12-Jan-82,Tue,symbolic,Solidarity,military,,candles left at monument of repression,Poland,Poznan,freedom,13/12/1981,,6,0,0,0,N,0,0,0,14000000,2036100,Reuters,13/01/1982,
12-Jan-82,Tue,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
13-Jan-82,Wed,petition,Church,military,,refusal to allow Catholic pilgrams out is coercion,Poland,Rome,freedom,13/12/1981,,1,0,0,0,N,0,0,0,20000000,2036100,Reuters,13/01/1982,
13-Jan-82,Wed,petition,Solidarity,military,,a leader says he was forced to state on martial law,Poland,Poznan,freedom,13/12/1981,,1,0,0,0,N,0,0,0,14000000,2036100,Reuters,14/01/1982,
13-Jan-82,Wed,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
13-Jan-82,Wed,arrest,Solidarity,military,,arrest group publishing leaflets,Poland,Wroclaw,repression,13/12/1982,,5,5,0,0,N,8,0,0,14000000,2036100,Fin Times,22/01/1982,
13-Jan-82,Wed,petition,journalist,military,,open letter calls for end of martial law,Poland,Warsaw,freedom,13/12/1982,,1,0,0,0,N,0,0,0,14000000,2036100,Reuters,22/01/1982,
14-Jan-82,Thu,demonstration,seamen,military,,seamen in Canada demand more money & news,Poland,Canada,money,13/12/1981,,7,0,0,0,N,0,0,0,14000000,2036100,Reuters,14/01/1982,
14-Jan-82,Thu,bomb-nd,anonymous,military,,blows up phone booth by communist party building,Poland,Warsaw,freedom,13/12/1981,,,0,0,0,Y,0,0,0,500,2036100,Reuters,14/01/1982,
14-Jan-82,Thu,petition,Solidarity,military,,underground leaflets appear in many cities,Poland,Poland,freedom,13/12/1981,,301,0,0,0,N,0,0,0,14000000,2036100,Reuters,14/01/1982,
14-Jan-82,Thu,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
14-Jan-82,Thu,exit,Solidarity,military,,Poles get political asylum in Sweden,Poland,Sweden,freedom,13/12/1981,,900,0,0,0,N,0,0,0,14000000,2036000,Reuters,13/05/1982,
15-Jan-82,Fri,petition,Church,military,,will not talk to military unless military talk s to Solidarity,Poland,Warsaw,freedom,13/12/1981,,1,0,0,0,N,0,0,0,20000000,2036100,Reuters,15/01/1982,
15-Jan-82,Fri,exit,Solidarity,military,,Poles get political asylum in France,Poland,France,freedom,13/12/1981,,15,0,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
15-Jan-82,Fri,trial,Solidarity,military,,Solidarity leader sentened to 3 years,Poland,Nowy Sacz,repression,13/12/1981,,0,1,0,0,N,0,0,0,14000000,2036100,Reuters,15/01/1982,
16-Jan-82,Sat,arrest,US senator,military,,"police arrest Senator Pressler, taking pictures",Poland,Warsaw,repression,13/12/1981,,1,1,0,0,N,0,0,0,14000000,2036100,Reuters,17/01/1982,
17-Jan-82,Sun,exit,dissidents,military,,allowed to leave Poland legally,Poland,Poland,freedom,13/12/1981,,21,0,0,0,N,0,0,0,14000000,2036000,BBC,27/01/1982,
18-Jan-82,Mon,arrest,Solidarity,military,,"police break into apartment, find printing press",Poland,Wroclaw,repression,13/12/1981,,2,2,0,0,N,8,0,0,14000000,2036100,Reuters,19/01/1982,
19-Jan-82,Tue,trial,Solidarity,military,,nuclear research leader on strike sentenced for 2 years,Poland,Warsaw,repression,13/12/1981,,0,1,0,0,N,0,0,0,14000000,2036100,Reuters,19/01/1982,
19-Jan-82,Tue,trial,Solidarity,military,,5 Solidarity leaders sentenced 3-5 years,Poland,Bielsko-Biala,repression,13/12/1981,,0,5,0,0,N,0,0,0,14000000,2036100,BBC,21/01/1982,
20-Jan-82,Wed,trial,Solidarity,military,,3 Ursus leaders sentenced to 2-3.5 years,Poland,Warsaw,repression,13/12/1981,,0,3,0,0,N,0,0,0,14000000,2036100,Reuters,20/01/1982,
20-Jan-82,Wed,demonstration,Solidarity,military,,Ursus supporters rally near the court,Poland,Warsaw,freedom,13/12/1981,,31,0,0,0,N,0,0,0,14000000,2036100,Reuters,21/01/1982,
20-Jan-82,Wed,petition,Church,military,,bishops say martial law leads to protest & war,Poland,Poland,freedom,13/12/1981,,26,0,0,0,N,0,0,0,20000000,2036100,Reuters,21/01/1982,
20-Jan-82,Wed,petition,Solidarity,military,,leaflet urges bloodless protest,Poland,Warsaw,freedom,13/12/1981,,31,0,0,0,N,0,0,0,14000000,2036000,Reuters,15/02/1982,
21-Jan-82,Thu,petition,intellectuals,military,,"end martial law, Poles vs. Poles",Poland,Poland,freedom,13/12/1981,,130,0,0,0,N,0,0,0,14000000,2036000,Reuters,23/01/1982,
22-Jan-82,Fri,petition,Solidarity,military,,detainees say beatings occur,Poland,Warsaw,freedom,13/12/1981,,12,0,0,0,N,0,0,0,14000000,2036000,Reuters,24/01/1982,
22-Jan-82,Fri,petition,Solidarity,military,,Danuta Walesa asks for spouse's release,Poland,Gdansk,freedom,13/12/1982,,1,0,0,0,N,0,0,0,14000000,2036000,Reuters,23/01/1982,
23-Jan-82,Sat,deployment,Solidarity,military,,military & police reinforcements enter,Poland,Warsaw,repression,13/12/1981,,0,0,0,0,N,3001,0,0,14000000,2036000,Reuters,24/01/1982,
24-Jan-82,Sun,petition,Church,military,,Pope says restore freedom in Poland,Italy,Rome,freedom,13/12/1981,,1,0,0,0,N,0,0,0,20000000,2036000,Reuters,24/01/1982,
24-Jan-82,Sun,deployment,Solidarity,military,police,military & police reinforcements enter,Poland,Warsaw,repression,13/12/1981,,0,0,0,0,N,3001,0,0,14000000,2036000,Reuters,24/01/1982,
24-Jan-82,Sun,petition,Church,military,,Glemp calls for military talk to Solidarity,Poland,Warsaw,freedom,13/12/1981,,1,0,0,0,N,0,0,0,20000000,2036000,Reuters,24/01/1982,
24-Jan-82,Sun,petition,Church,military,,bishops' letter read to all parishes,Poland,Poland,freedom,20/01/1982,,18000,0,0,0,N,0,0,0,20000000,2036000,Reuters,24/01/1982,
25-Jan-82,Mon,boycott,legislators,military,,5 Sejm deputies give up seats in protest,Poland,Warsaw,freedom,13/12/1981,,5,0,0,0,N,0,0,0,14000000,2036000,Reuters,25/01/1982,
25-Jan-82,Mon,boycott,legislators,military,,Catholic deputies do not vote for martial law,Poland,Warsaw,freedom,13/12/1981,,5,0,0,0,N,0,0,0,14000000,2036000,Reuters,25/01/1982,
26-Jan-82,Tue,petition,intellectuals,military,,accuse military of torture on detainees,Poland,Poland,freedom,13/12/1981,,27,0,0,0,N,0,0,0,14000000,2036000,Reuters,26/01/1982,
27-Jan-82,Wed,petition,intellectuals,military,,historians defend detained historian,Poland,Warsaw,freedom,13/12/1981,,30,0,0,0,N,0,0,0,14000000,2036000,Fin Times,27/01/1982,
27-Jan-82,Wed,resign,Minister,military,,Justice Minister tries to resign in protest,Poland,Warsaw,justice,13/12/1981,,1,0,0,0,N,0,0,0,14000000,2036000,Reuters,27/01/1982,
27-Jan-82,Wed,civil disobedience,Solidarity,military,,Justice ministry staff refuse to sign oath,Poland,Warsaw,freedom,13/12/1982,,50,0,0,0,N,0,0,0,14000000,2036000,Reuters,27/01/1982,
28-Jan-82,Thu,symbolic,Solidarity,military,,leaflets thrown from top of department store,Poland,Wroclaw,freedom,13/12/1981,,31,0,0,0,N,0,0,0,14000000,2036000,Fin Times,03/02/1982,
29-Jan-82,Fri,slowdown,Solidarity,military,,workers pretend to work for 0.5 hour,Poland,Wroclaw,freedom,13/12/1981,12:00-12:30,3001,0,0,0,N,0,0,0,14000000,2036000,Fin Times,03/02/1982,
30-Jan-82,Sat,demonstration,students,military,,roll back price increases; tear gas used,Poland,Gdansk,justice,13/12/1981,17:00-20:00,3000,205,301,1,Y,3001,8,0,14000000,2036000,Reuters,31/01/1982,
30-Jan-82,Sat,symbolic,Solidarity,military,,workers lay candles & flowers at monument,Poland,Gdansk,freedom,13/12/1981,17:00-17:30,301,0,0,0,N,0,0,0,14000000,2036000,Fin Times,11/02/1982,
30-Jan-82,Sat,symbolic,students,military,,lighted candles in dorm windows for Solidarity,Poland,Wroclaw,freedom,13/12/1981,19:00-22:00,301,12,0,0,N,0,0,0,14000000,2036000,Fin Times,08/02/1982,
31-Jan-82,Sun,petition,Church,military,,Pope calls for end of martial law,Italy,Rome,freedom,13/12/1981,,1,0,0,0,N,0,0,0,20000000,2036000,Reuters,31/01/1982,
01-Feb-82,Mon,resign,editors,military,,Politiky newspaper editorial resignation,Poland,Warsaw,freedom,13/12/1981,,10,0,0,0,N,0,0,0,14000000,2016000,Reuters,18/02/1982,
02-Feb-82,Tue,symbolic,Solidarity,military,,posters & leaflets appear against govt,Poland,Warsaw,freedom,13/12/1981,,301,0,0,0,N,0,0,0,14000000,2016000,Reuters,02/02/1982,
03-Feb-82,Wed,petition,students,military,,leaflet protests against students interned,Poland,Warsaw,freedom,13/12/1981,,3,0,0,0,N,0,0,0,14000000,2016000,Reuters,03/02/1982,
03-Feb-82,Wed,petition,Church,military,,Pope deplores lost freedoms,Italy,Rome,freedom,13/12/1981,,1,0,0,0,N,0,0,0,20000000,2016000,Fin Times,04/02/1982,
04-Feb-82,Thu,trial,students,military,,101 demonstrators sentenced to prison,Poland,Gdansk,repression,30/01/1982,,0,101,0,0,N,0,0,0,14000000,2016000,Reuters,04/02/1982,
04-Feb-82,Thu,trial,Solidarity,military,,9 coal mine strike leaders sentenced,Poland,Katowice,repression,13/12/1981,,0,9,0,0,N,0,0,0,14000000,2016000,Reuters,04/02/1982,
04-Feb-82,Thu,trial,Solidarity,military,,6 union leaders sentenced for continued acts,Poland,Slupsk,repression,13/12/1981,,0,6,0,0,N,0,0,0,14000000,2016000,Reuters,04/02/1982,
04-Feb-82,Thu,mobilization,Solidarity,military,,clandestine radio station calls for protest,Poland,Poland,freedom,13/12/1981,,31,0,0,0,N,0,0,0,14000000,2016000,BBC,06/02/1982,
04-Feb-82,Thu,petition,Solidarity,military,,exiled Solidarity leaders urge ILO to expel Poland,Honduras,,justice,13/12/1981,,31,0,0,0,N,0,0,0,14000000,2016000,Reuters,04/02/1982,
05-Feb-82,Fri,dismissed,journalists,military,,fired for refusal to support martial law,Poland,Poland,repression,13/12/1981,,141,0,0,0,N,0,0,0,14000000,2016000,Reuters,29/03/1982,
06-Feb-82,Sat,exit,seamen,military,,seamen leave ship in foreign ports,Poland,,freedom,13/12/1981,,25,0,0,0,N,0,0,0,14000000,2016000,CSM,07/05/1982,
07-Feb-82,Sun,petition,Church,military,,Glemp says Solidarity must be included,Italy,Rome,justice,13/12/1981,,1,0,0,0,N,0,0,0,20000000,2016000,Reuters,07/02/1982,
08-Feb-82,Mon,dismissed,Solidarity,military,schools,administrative workers/teachers fired on loyalty oath,Poland,Poland,repression,13/12/1981,,153,0,0,0,N,0,0,0,14000000,2016000,Reuters,21/09/1982,
09-Feb-82,Tue,petition,Church,military,,Pope says Solidarity must be restored,Italy,Rome,justice,13/12/1981,,1,0,0,0,N,0,0,0,20000000,2016000,Reuters,09/02/1982,
09-Feb-82,Tue,trial,Solidarity,military,,Gdansk leader sentenced to 10 years,Poland,Gdynia,repression,13/12/1981,,0,1,0,0,N,0,0,0,14000000,2016000,Reuters,09/02/1982,
09-Feb-82,Tue,trial,Solidarity,military,,7 sentenced to 3-9 years for leaflets,Poland,Gdansk,repression,13/12/1981,,0,7,0,0,N,0,0,0,14000000,2016000,Reuters,09/02/1982,
09-Feb-82,Tue,trial,Solidarity,military,,1 sentenced to 1 year for leading strike,Poland,Czeestochowa,repression,13/12/1981,,0,1,0,0,N,0,0,0,14000000,2016000,BBC,11/02/1982,
09-Feb-82,Tue,trial,Solidarity,military,,3 sentenced to 3 years for slowdown,Poland,Warsaw,repression,13/12/1981,,0,3,0,0,N,0,0,0,14000000,2016000,BBC,11/02/1982,
10-Feb-82,Wed,trial,Solidarity,military,,4 Wujek coal mine leaders sentenced 4 yrs,Poland,Katowice,repression,13/12/1981,,0,4,0,0,N,0,0,0,14000000,2016000,Reuters,10/02/1982,
10-Feb-82,Wed,bomb-nd,youth,military,,threw a petrol-bottle at a statue,Poland,Warsaw,freedom,13/12/1981,,1,1,0,0,Y,8,0,0,2000,2016000,Reuters,15/02/1982,
11-Feb-82,Thu,deployment,Solidarity,military,,new ZOMO riot police placed near monument,Poland,Gdansk,repression,13/12/1981,,0,0,0,0,N,300,0,0,14000000,2016000,Fin Times,11/02/1982,
11-Feb-82,Thu,deployment,Solidarity,military,police,>100 military vehicles speed through city,Poland,Warsaw,repression,13/12/1981,18:00-18:45,0,0,0,0,N,3001,0,0,14000000,2016000,Reuters,11/02/1982,
11-Feb-82,Thu,symbolic,Solidarity,military,,prisoners sing protest songs in camp,Poland,Ilawa,freedom,13/12/1981,,181,0,0,0,N,0,0,0,14000000,2016000,BBC,13/02/1982,
12-Feb-82,Fri,trial,Solidarity,military,court,1 Solidarity leader sentenced to 3 years,Poland,Slask,repression,13/12/1981,,0,1,0,0,N,0,0,0,14000000,2016000,Reuters,12/02/1982,
12-Feb-82,Fri,trial,Solidarity,military,court,1 Solidarity leader sentenced to 4 yrs for leaflets,Poland,Warsaw,repression,13/12/1981,,0,1,0,0,N,0,0,0,14000000,2016000,Reuters,12/02/1982,
12-Feb-82,Fri,deployment,Solidarity,military,,200 military vehicles speed through city,Poland,Katowice,repression,13/12/1981,,0,0,0,0,N,3001,0,0,14000000,2016000,Reuters,12/02/1982,
12-Feb-82,Fri,trial,Solidarity,military,court,1 Solidarity leader sentenced to 4 yrs for leaflets,Poland,Cracow,repression,13/12/1981,,0,1,0,0,N,0,0,0,14000000,2016000,Reuters,12/02/1982,
13-Feb-82,Sat,deployment,Solidarity,military,,heavy military vehicles around momunent,Poland,Gdansk,repression,13/12/1981,,0,0,0,0,N,3001,0,0,14000000,2016000,Reuters,13/02/1982,
13-Feb-82,Sat,petition,intellectuals,military,,professor says unions have right to strike,Poland,Warsaw,freedom,13/12/1981,,1,0,0,0,N,0,0,0,14000000,2016000,Reuters,13/02/1982,
13-Feb-82,Sat,demonstration,students,military,,young people against martial law,Poland,Poznan,freedom,13/12/1981,,301,194,0,0,N,301,0,0,14000000,2016000,Reuters,14/02/1982,
14-Feb-82,Sun,bomb-nd,anonymous,military,,13-pound bomb found at gas station,Poland,Lubin,freedom,13/12/1981,,,0,0,0,N,0,0,0,2000,2016000,Reuters,14/02/1982,
