Country,Concept,Partner Country,Unit,Data Source,Scale,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995
Japan,"Goods, Value of Imports",Ghana,US Dollars,Direction of Trade Statistics (DOTS),Units,68000000,74700000,75200000,77600000,71027689.8484918,67714254.1389064,70561806.4575308,64243963.0140272,57427259.6880889,62958000,70165000
Japan,"Goods, Value of Imports",Guinea,US Dollars,Direction of Trade Statistics (DOTS),Units,800000,1000000,2000000,1300000,2936039.32299584,7323094.35181453,1813542.83312726,625061.250284708,4278794.58507173,9320000,15766000
Japan,"Goods, Value of Imports",Guinea-Bissau,US Dollars,Direction of Trade Statistics (DOTS),Units,0,300000,200000,100000,445317.725752508,145151.527298932,71581.6110132861,195382.5704371,1012330.0846381,1730000,484000
Japan,"Goods, Value of Imports",Kenya,US Dollars,Direction of Trade Statistics (DOTS),Units,11300000,13200000,14500000,17500000,20997640.3664915,20861394.2788066,17675472.7868221,22790656.2245135,19869661.702159,25071000,31757000
Japan,"Goods, Value of Imports",Liberia,US Dollars,Direction of Trade Statistics (DOTS),Units,58900000,97000000,18400000,9300000,7341781.28546886,181608.425591305,5641704.53773264,42373069.4972067,168725.857528598,105000,92000
Japan,"Goods, Value of Imports",Madagascar,US Dollars,Direction of Trade Statistics (DOTS),Units,31100000,44800000,50900000,42900000,42634811.0429586,31471959.3441049,37326606.8975877,31603741.2893595,27122507.2716171,37482000,34603000
Japan,"Goods, Value of Imports",Malawi,US Dollars,Direction of Trade Statistics (DOTS),Units,11900000,15000000,25800000,37200000,35110362.3231087,48536438.1502171,77620378.665084,69268251.7370739,52504595.5872027,49978000,48405000
Japan,"Goods, Value of Imports",Mali,US Dollars,Direction of Trade Statistics (DOTS),Units,0,2700000,2100000,800000,1562281.80609922,3383246.01420533,5899148.97033627,4671150.56958992,3246259.62069829,4130000,2392000
Japan,"Goods, Value of Imports",Mauritania,US Dollars,Direction of Trade Statistics (DOTS),Units,90700000,138400000,147700000,186600000,188868250.311455,119361879.021088,125743144.75614,151535896.796609,117960166.826791,142269000,177444000
Japan,"Goods, Value of Imports",Mozambique,US Dollars,Direction of Trade Statistics (DOTS),Units,15000000,17600000,21200000,25500000,17016187.4834223,16717038.8831499,22268756.8137266,15700239.3395785,19475208.9290295,25976000,34272000
Japan,"Goods, Value of Imports",Namibia,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,400000,0,0,0,0,0,0
Japan,"Goods, Value of Imports",Niger,US Dollars,Direction of Trade Statistics (DOTS),Units,3400000,0,400000,100000,0,5205.71855762527,267661.502701918,218879.722028204,681450.743810604,364000,242000
Japan,"Goods, Value of Imports",Nigeria,US Dollars,Direction of Trade Statistics (DOTS),Units,5800000,5200000,5300000,5400000,4570138.69844118,15346202.8543064,8214960.33861583,2475968.51331988,10551050.0118734,20624000,134680000
Japan,"Goods, Value of Imports",Rwanda,US Dollars,Direction of Trade Statistics (DOTS),Units,1800000,2100000,900000,600000,1916012.245018,2200456.13291731,695230.157964022,99083.9683798368,33930.8302342286,168000,96000
Japan,"Goods, Value of Imports",Senegal,US Dollars,Direction of Trade Statistics (DOTS),Units,22400000,27000000,14000000,18500000,24127955.088473,13467960.2043414,13217591.7267297,10532754.6673491,11234652.0527685,10452000,10968000
Japan,"Goods, Value of Imports",Sierra Leone,US Dollars,Direction of Trade Statistics (DOTS),Units,1200000,0,0,400000,3760350.8283447,2594577.17854155,2321317.0839923,2104069.55994006,1384306.77662813,2957000,3028000
Japan,"Goods, Value of Imports",Somalia,US Dollars,Direction of Trade Statistics (DOTS),Units,400000,0,1500000,2500000,500000,469208.520227367,37077.044137635,189415.620753058,3904.13090844413,0,0
Japan,"Goods, Value of Imports",South Africa,US Dollars,Direction of Trade Statistics (DOTS),Units,1877600000,2266100000,2435500000,1954500000,2047135294.65338,1857685167.95747,1832423727.93769,1908630341.04586,1908693235.73568,2197832000,2541860000
Japan,"Goods, Value of Imports",Sudan,US Dollars,Direction of Trade Statistics (DOTS),Units,49500000,43300000,43000000,59700000,84188757.9850294,33981750.7170911,30726096.9291375,29238566.505904,34689478.9699414,38224000,38377000
Japan,"Goods, Value of Imports",Swaziland,US Dollars,Direction of Trade Statistics (DOTS),Units,9100000,9100000,10300000,6200000,5913984.11371237,6460029.53523551,3871119.16158865,6164293.42612115,11690234.4510571,11306000,10909000
Japan,"Goods, Value of Imports",Tanzania,US Dollars,Direction of Trade Statistics (DOTS),Units,16800000,23100000,18900000,26600000,27110224.5459947,18559610.2308641,22577387.9198241,32495523.9682962,41208048.3420862,49358000,64671000
Japan,"Goods, Value of Imports",Togo,US Dollars,Direction of Trade Statistics (DOTS),Units,600000,5400000,6400000,1400000,3589536.56079921,564647.195472382,624268.479377786,1013784.86591382,491218.056485386,223000,387000
Japan,"Goods, Value of Imports",Uganda,US Dollars,Direction of Trade Statistics (DOTS),Units,11000000,18400000,17700000,10100000,10287975.6271427,7001436.05560152,2779758.22056017,3932254.87329587,3064825.99098316,4105000,10550000
Japan,"Goods, Value of Imports",Zambia,US Dollars,Direction of Trade Statistics (DOTS),Units,225100000,202600000,283700000,393400000,434698906.14565,433905216.907085,335304618.675282,244892505.785343,211709993.280167,174161000,221841000
Japan,"Goods, Value of Imports",Zimbabwe,US Dollars,Direction of Trade Statistics (DOTS),Units,55600000,62000000,86200000,156100000,183078225.416221,148277088.783153,162211671.694164,120646221.911495,117945594.822354,148457000,178795000
"Korea, Republic of","Goods, Value of Imports",Angola,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,10600000,0,0,0,1200000,32400000,72000000,116400000
"Korea, Republic of","Goods, Value of Imports",Benin,US Dollars,Direction of Trade Statistics (DOTS),Units,0,100000,0,0,246471,2400000,0,2400000,0,1200000,0
"Korea, Republic of","Goods, Value of Imports",Botswana,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,4737,0,0,0,0,0,0
"Korea, Republic of","Goods, Value of Imports",Burkina Faso,US Dollars,Direction of Trade Statistics (DOTS),Units,0,100000,0,100000,2136075,0,0,0,0,0,2400000
"Korea, Republic of","Goods, Value of Imports",Burundi,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of","Goods, Value of Imports",Cameroon,US Dollars,Direction of Trade Statistics (DOTS),Units,13500000,43800000,16000000,11600000,54792165,26400000,27600000,14400000,33600000,64800000,52800000
"Korea, Republic of","Goods, Value of Imports",Central African Republic,US Dollars,Direction of Trade Statistics (DOTS),Units,6000000,900000,0,100000,1587271,1200000,1200000,0,0,0,0
"Korea, Republic of","Goods, Value of Imports",Chad,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,3000,1000,67000,0,0,0
"Korea, Republic of","Goods, Value of Imports","Congo, Democratic Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,2500000,9100000,7300000,13100000,13555053,6000000,10800000,2400000,3600000,3600000,4800000
"Korea, Republic of","Goods, Value of Imports","Congo, Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,0,500000,600000,22000000,58817,0,0,0,1200000,0,14400000
"Korea, Republic of","Goods, Value of Imports",Cote d'Ivoire,US Dollars,Direction of Trade Statistics (DOTS),Units,2300000,1100000,900000,1300000,3908823,12000000,14400000,8400000,8400000,6000000,3600000
"Korea, Republic of","Goods, Value of Imports",Ethiopia,US Dollars,Direction of Trade Statistics (DOTS),Units,700000,600000,1200000,1900000,1357221,1200000,2400000,1200000,1200000,2400000,3600000
"Korea, Republic of","Goods, Value of Imports",Gabon,US Dollars,Direction of Trade Statistics (DOTS),Units,55200000,58600000,1800000,24500000,18352490,21600000,1200000,3600000,62400000,30000000,115200000
"Korea, Republic of","Goods, Value of Imports","Gambia, The",US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,1600000,0,17000,0,0,0,0,0,0
"Korea, Republic of","Goods, Value of Imports",Ghana,US Dollars,Direction of Trade Statistics (DOTS),Units,3900000,3400000,4700000,4200000,4659722,4800000,4800000,3600000,10800000,38400000,10800000
"Korea, Republic of","Goods, Value of Imports",Guinea,US Dollars,Direction of Trade Statistics (DOTS),Units,200000,0,100000,0,129135,1200000,1200000,1200000,0,3600000,2400000
"Korea, Republic of","Goods, Value of Imports",Guinea-Bissau,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of","Goods, Value of Imports",Kenya,US Dollars,Direction of Trade Statistics (DOTS),Units,1100000,1100000,3900000,2300000,2303277,3600000,3600000,4800000,4800000,4800000,4800000
"Korea, Republic of","Goods, Value of Imports",Liberia,US Dollars,Direction of Trade Statistics (DOTS),Units,227300000,29500000,8400000,22200000,89427249,235200000,1200000,75600000,7200000,58800000,0
"Korea, Republic of","Goods, Value of Imports",Madagascar,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,500000,0,54246,0,0,0,0,0,0
"Korea, Republic of","Goods, Value of Imports",Malawi,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of","Goods, Value of Imports",Mali,US Dollars,Direction of Trade Statistics (DOTS),Units,900000,1600000,0,2600000,2194716,10800000,7200000,7200000,1200000,0,6000000
"Korea, Republic of","Goods, Value of Imports",Mauritania,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,53600,0,1200000,1200000,2400000,2400000,0
"Korea, Republic of","Goods, Value of Imports",Mozambique,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,100000,0,40647,0,2400000,0,2400000,0,0
"Korea, Republic of","Goods, Value of Imports",Namibia,US Dollars,Direction of Trade Statistics (DOTS),Units,300000,300000,0,100000,0,0,1200000,0,0,6000000,2400000
"Korea, Republic of","Goods, Value of Imports",Niger,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,100000,0,0,0,1200000,0,0,0,0
"Korea, Republic of","Goods, Value of Imports",Nigeria,US Dollars,Direction of Trade Statistics (DOTS),Units,67800000,0,1200000,1300000,786930,1200000,1200000,79200000,54000000,117600000,354000000
"Korea, Republic of","Goods, Value of Imports",Rwanda,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of","Goods, Value of Imports",Senegal,US Dollars,Direction of Trade Statistics (DOTS),Units,1800000,800000,1000000,1200000,2187163,0,1200000,4800000,2400000,2400000,0
"Korea, Republic of","Goods, Value of Imports",Sierra Leone,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,100000,0,100,0,0,0,2400000,1200000,0
"Korea, Republic of","Goods, Value of Imports",Somalia,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,18803,0,0,0,0,9600000,1200000
"Korea, Republic of","Goods, Value of Imports",South Africa,US Dollars,Direction of Trade Statistics (DOTS),Units,0,900000,0,100000,0,0,648000000,549600000,530400000,740400000,1219200000
"Korea, Republic of","Goods, Value of Imports",Sudan,US Dollars,Direction of Trade Statistics (DOTS),Units,1600000,300000,15200000,19800000,5385593,9600000,9600000,1200000,2400000,20400000,4800000
"Korea, Republic of","Goods, Value of Imports",Swaziland,US Dollars,Direction of Trade Statistics (DOTS),Units,10700000,10200000,14500000,14900000,16106490,10800000,15600000,102000000,19200000,18000000,19200000
"Korea, Republic of","Goods, Value of Imports",Tanzania,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,1000000,200000,185538,2400000,1200000,1200000,1200000,2400000,2400000
"Korea, Republic of","Goods, Value of Imports",Togo,US Dollars,Direction of Trade Statistics (DOTS),Units,0,200000,0,100000,0,1200000,0,0,0,0,1200000
"Korea, Republic of","Goods, Value of Imports",Uganda,US Dollars,Direction of Trade Statistics (DOTS),Units,0,900000,1700000,0,1276348,0,3600000,4800000,1200000,0,0
"Korea, Republic of","Goods, Value of Imports",Zambia,US Dollars,Direction of Trade Statistics (DOTS),Units,4300000,6500000,17000000,9100000,19925202,4800000,8400000,15600000,2400000,12000000,14400000
"Korea, Republic of","Goods, Value of Imports",Zimbabwe,US Dollars,Direction of Trade Statistics (DOTS),Units,2100000,4600000,7900000,9300000,8505082,7200000,0,7200000,3600000,3600000,3600000
Mexico,"Goods, Value of Imports",Angola,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,5500,0,124300,84700,0,0,0,0,0
Mexico,"Goods, Value of Imports",Benin,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,97900,530200,1405800,2154900,0,0,0,0,0
Mexico,"Goods, Value of Imports",Botswana,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,0,0,0,0,0,0
Mexico,"Goods, Value of Imports",Burkina Faso,US Dollars,Direction of Trade Statistics (DOTS),Units,,,0,3300,16500,30800,0,0,0,0,0
Mexico,"Goods, Value of Imports",Burundi,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,2136200,0,0,0,0,0,0,0
Mexico,"Goods, Value of Imports",Cameroon,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,5775000,57200,913000,150700,0,0,0,0,0
Mexico,"Goods, Value of Imports",Central African Republic,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,28600,1100,0,0,0,0,0
Mexico,"Goods, Value of Imports",Chad,US Dollars,Direction of Trade Statistics (DOTS),Units,,,122100,28600,653400,221100,0,0,0,0,0
Mexico,"Goods, Value of Imports","Congo, Democratic Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,700000,93222.3016113199,35200,165000,78100,141900,17600,0,190300,2174700,348700
Mexico,"Goods, Value of Imports","Congo, Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,8500000,1531985.0909946,1175900,1685200,0,12100,13200,184800,44000,4400,45100
Mexico,"Goods, Value of Imports",Cote d'Ivoire,US Dollars,Direction of Trade Statistics (DOTS),Units,0,100000,129800,183700,11000,445500,649000,446600,1065900,451000,1062600
Mexico,"Goods, Value of Imports",Ethiopia,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,815100,1189100,1971200,1178100,0,0,0,0,0
Mexico,"Goods, Value of Imports",Gabon,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,2930400,3128400,2580600,2768700,0,0,0,0,0
Mexico,"Goods, Value of Imports","Gambia, The",US Dollars,Direction of Trade Statistics (DOTS),Units,,,33000,0,99000,0,0,0,0,0,0
Mexico,"Goods, Value of Imports",Ghana,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,213400,280500,1051600,266200,0,0,0,0,0
Mexico,"Goods, Value of Imports",Guinea,US Dollars,Direction of Trade Statistics (DOTS),Units,,,0,308000,6600,3300,0,0,0,0,0
Mexico,"Goods, Value of Imports",Guinea-Bissau,US Dollars,Direction of Trade Statistics (DOTS),Units,,,9900,1100,4400,0,0,0,0,0,0
Mexico,"Goods, Value of Imports",Kenya,US Dollars,Direction of Trade Statistics (DOTS),Units,100000,113317.47165876,212300,715000,26400,408100,0,0,0,0,0
Mexico,"Goods, Value of Imports",Liberia,US Dollars,Direction of Trade Statistics (DOTS),Units,14200000,10891080.9755439,15559500,26105200,11579700,10993400,6290900,4957700,1338700,140800,3300
Mexico,"Goods, Value of Imports",Madagascar,US Dollars,Direction of Trade Statistics (DOTS),Units,,,177100,0,0,3300,0,0,0,0,0
Mexico,"Goods, Value of Imports",Malawi,US Dollars,Direction of Trade Statistics (DOTS),Units,,,0,134200,1531200,5882800,0,0,0,0,0
Mexico,"Goods, Value of Imports",Mali,US Dollars,Direction of Trade Statistics (DOTS),Units,,,0,0,0,372900,0,0,0,0,0
Mexico,"Goods, Value of Imports",Mauritania,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,5500,0,0,0,0,0,0
Mexico,"Goods, Value of Imports",Mozambique,US Dollars,Direction of Trade Statistics (DOTS),Units,500000,66587.3582937999,199100,1501500,3565100,3081100,2446400,457600,29700,547800,15400
Mexico,"Goods, Value of Imports",Namibia,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,0,0,0,0,0,0
Mexico,"Goods, Value of Imports",Niger,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,115500,0,71500,0,0,0,0,0
Mexico,"Goods, Value of Imports",Nigeria,US Dollars,Direction of Trade Statistics (DOTS),Units,0,100000,0,1100,280500,2029500,1008700,894300,1804000,807400,535700
Mexico,"Goods, Value of Imports",Rwanda,US Dollars,Direction of Trade Statistics (DOTS),Units,,,0,4400,30800,1100,0,0,0,0,0
Mexico,"Goods, Value of Imports",Senegal,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,6600,0,0,0,0,0,0,0
Mexico,"Goods, Value of Imports",Sierra Leone,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,0,0,0,0,0,0
Mexico,"Goods, Value of Imports",Somalia,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,1100,38500,0,1100,0,0,0,0,0
Mexico,"Goods, Value of Imports",South Africa,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,2345200,368500,1733600,12699500,0,0,0,0,0
Mexico,"Goods, Value of Imports",Sudan,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,629200,376200,1090100,193600,0,0,0,0,0
Mexico,"Goods, Value of Imports",Tanzania,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,67100,27500,6600,38500,0,0,0,0,0
Mexico,"Goods, Value of Imports",Togo,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,94600,270600,2233000,8207100,0,0,0,0,0
Mexico,"Goods, Value of Imports",Uganda,US Dollars,Direction of Trade Statistics (DOTS),Units,,,0,0,37400,0,0,0,0,0,0
Mexico,"Goods, Value of Imports",Zambia,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,48400,5500,1100,1562000,0,0,0,0,0
Mexico,"Goods, Value of Imports",Zimbabwe,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,8618500,9347800,13164800,23337600,0,0,0,0,0
Netherlands,"Goods, Value of Imports",Angola,US Dollars,Direction of Trade Statistics (DOTS),Units,86500000,35400000,172600000,146800000,166171833.758082,189619170.125885,143578534.498128,25135861.3452645,30846634.5541081,291759.029935108,17371507.7192602
Netherlands,"Goods, Value of Imports",Benin,US Dollars,Direction of Trade Statistics (DOTS),Units,10000000,6700000,4800000,1000000,804576.54267626,3205908.59534745,221964.699589945,645553.148493045,687849.993949,2019236.22412716,1012035.27923844
Netherlands,"Goods, Value of Imports",Botswana,US Dollars,Direction of Trade Statistics (DOTS),Units,,,,,,8078662.92480711,8671599.21554645,9785449.67082971,7530870.51454972,15728613.9188746,6108333.55001268
Netherlands,"Goods, Value of Imports",Burkina Faso,US Dollars,Direction of Trade Statistics (DOTS),Units,700000,700000,1500000,500000,302877.102484042,252101.329356026,438580.852201819,1082303.87309805,1027683.69766139,747804.21796927,1264265.61037171
Netherlands,"Goods, Value of Imports",Burundi,US Dollars,Direction of Trade Statistics (DOTS),Units,5900000,4100000,8100000,9200000,2481890.99388835,4631043.60864695,11000891.4244964,5468813.68510893,4733122.80488199,4246714.76905547,13373189.877592
Netherlands,"Goods, Value of Imports",Cameroon,US Dollars,Direction of Trade Statistics (DOTS),Units,266600000,296400000,302100000,287000000,126761790.254347,212148439.300099,196765555.357461,168604712.360219,141942325.515951,134466846.773991,191163810.988555
Netherlands,"Goods, Value of Imports",Central African Republic,US Dollars,Direction of Trade Statistics (DOTS),Units,3300000,1100000,600000,1200000,918984.942110444,653016.607568485,856837.225886968,1126205.91219544,479607.960864736,613188.469694126,1403147.99023028
Netherlands,"Goods, Value of Imports",Chad,US Dollars,Direction of Trade Statistics (DOTS),Units,400000,500000,200000,300000,125561.003270926,46477.7283205512,40648.9570333393,208051.799193105,51504.2376224756,11538.4927092981,622.7909410698
Netherlands,"Goods, Value of Imports","Congo, Democratic Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,31700000,25700000,29200000,14800000,15631198.7779387,19522772.5217863,21718844.7138527,10478173.095847,6801197.67711431,8908265.82361189,15675647.9867271
Netherlands,"Goods, Value of Imports","Congo, Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,19100000,11700000,19900000,29100000,89785543.3014469,12374845.1677776,6290960.95560706,42758579.0118618,4705953.0303183,46053421.1150113,102216808.784964
Netherlands,"Goods, Value of Imports",Cote d'Ivoire,US Dollars,Direction of Trade Statistics (DOTS),Units,211300000,268500000,247800000,161800000,172545096.450164,272056607.736537,265147263.326796,256128071.162561,255476752.552386,359797675.277603,441978538.312775
Netherlands,"Goods, Value of Imports",Ethiopia,US Dollars,Direction of Trade Statistics (DOTS),Units,13100000,27800000,10500000,13800000,23072108.3542808,9347816.84382355,6403815.29684436,5114570.68470281,2966823.64124369,5547817.18503727,6427825.30278149
Netherlands,"Goods, Value of Imports",Gabon,US Dollars,Direction of Trade Statistics (DOTS),Units,22700000,25000000,63400000,155500000,107832668.049678,158506910.796954,194161347.833839,97954068.1810273,5996260.24377595,8496726.25031359,44965505.9452402
Netherlands,"Goods, Value of Imports","Gambia, The",US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,900000,4271.47603227337,464842.03001049,46532.3587092173,146467.801943928,146240.166024341,653298.468159781,757936.575281957
Netherlands,"Goods, Value of Imports",Ghana,US Dollars,Direction of Trade Statistics (DOTS),Units,34300000,12100000,15800000,30900000,46514698.659424,64963922.9921149,74200392.2267784,79211725.7799781,46542970.2772042,71994699.9856822,62817808.2710062
Netherlands,"Goods, Value of Imports",Guinea,US Dollars,Direction of Trade Statistics (DOTS),Units,2400000,3200000,3800000,2600000,1614148.93829871,2212098.06605455,1265466.21501159,793457.005704492,2351018.66936002,3650009.86037462,1705201.59664914
Netherlands,"Goods, Value of Imports",Guinea-Bissau,US Dollars,Direction of Trade Statistics (DOTS),Units,0,100000,400000,700000,401423.825344091,357035.914013475,361026.92101979,47378.4532958284,25711.060268808,82417.8050664148,14324.1916446056
Netherlands,"Goods, Value of Imports",Kenya,US Dollars,Direction of Trade Statistics (DOTS),Units,50900000,96500000,60000000,43900000,48423811.1939662,53510801.1772424,63144410.7684079,65011791.2676786,73059653.8147092,94700805.2814795,120267781.420932
Netherlands,"Goods, Value of Imports",Liberia,US Dollars,Direction of Trade Statistics (DOTS),Units,24900000,12700000,39200000,11600000,11937982.8187836,17001830.9006039,4167587.80531289,2688976.53749858,3779841.37616814,685716.138152571,364955.491466908
Netherlands,"Goods, Value of Imports",Madagascar,US Dollars,Direction of Trade Statistics (DOTS),Units,1600000,3800000,3000000,2000000,3203387.1428799,2972044.86029263,2868425.74433945,3894596.581165,10321603.1596013,9858817.84204454,14730874.1291242
Netherlands,"Goods, Value of Imports",Malawi,US Dollars,Direction of Trade Statistics (DOTS),Units,22700000,16100000,35300000,30000000,19759125.8321665,21052146.2270209,38518630.7719736,32142924.68653,21929205.0555165,24790726.3119438,30296910.910223
Netherlands,"Goods, Value of Imports",Mali,US Dollars,Direction of Trade Statistics (DOTS),Units,2800000,2600000,5300000,2800000,1238734.08917124,4675590.21129985,776074.166518096,1931479.29342068,445671.892114332,790112.02457003,771637.975985493
Netherlands,"Goods, Value of Imports",Mauritania,US Dollars,Direction of Trade Statistics (DOTS),Units,400000,100000,100000,200000,516324.087038201,1050772.29334088,1846853.2715279,3089511.81090166,919695.746147774,1058794.06908654,224204.738785131
Netherlands,"Goods, Value of Imports",Mozambique,US Dollars,Direction of Trade Statistics (DOTS),Units,3100000,900000,3200000,4100000,2809495.08681567,5662199.490914,733285.790693528,594804.945712867,943066.165188496,2265940.18729263,1028227.84370625
Netherlands,"Goods, Value of Imports",Namibia,US Dollars,Direction of Trade Statistics (DOTS),Units,,,,,,25473031.4836085,2665180.95917276,1021222.03167637,6136744.4038992,6321445.64859402,5842401.81817587
Netherlands,"Goods, Value of Imports",Niger,US Dollars,Direction of Trade Statistics (DOTS),Units,300000,1000000,3500000,500000,221098.751549639,224612.804571255,393653.057586023,6035.9964881475,2095.99664640537,45604.5188034162,68507.0035176789
Netherlands,"Goods, Value of Imports",Nigeria,US Dollars,Direction of Trade Statistics (DOTS),Units,653200000,409400000,384900000,469600000,416785985.629044,587486276.669147,702577643.073632,571820839.365842,550231766.513779,670794669.271314,406405965.34075
Netherlands,"Goods, Value of Imports",Rwanda,US Dollars,Direction of Trade Statistics (DOTS),Units,3200000,19200000,11500000,22300000,6898677.84718598,8904933.7251089,26170440.3637012,15439851.9197654,11312741.1844505,8232989.27410106,13845265.4109229
Netherlands,"Goods, Value of Imports",Senegal,US Dollars,Direction of Trade Statistics (DOTS),Units,5200000,8000000,14300000,10200000,8067109.28363942,10062944.9418486,10505081.1196292,9299025.34280298,11718929.8185457,16000592.6755938,12219158.2637896
Netherlands,"Goods, Value of Imports",Sierra Leone,US Dollars,Direction of Trade Statistics (DOTS),Units,14600000,15900000,14900000,12100000,7257725.49802026,6918356.55081945,15953111.0714922,10962622.842111,7679364.17717036,7828592.57724185,1509645.24115322
Netherlands,"Goods, Value of Imports",Somalia,US Dollars,Direction of Trade Statistics (DOTS),Units,0,200000,0,200000,300000,158370.057499949,143875.913710109,0,0,24175.8894861483,0
Netherlands,"Goods, Value of Imports",South Africa,US Dollars,Direction of Trade Statistics (DOTS),Units,157600000,191400000,188800000,216000000,198094406.838477,241211690.992248,220185772.865038,213981847.044758,248809587.797508,257618278.364397,370371281.490451
Netherlands,"Goods, Value of Imports",Sudan,US Dollars,Direction of Trade Statistics (DOTS),Units,3500000,4900000,17100000,26800000,8591650.34568046,5505505.06841683,3307006.59654127,4456783.83222758,13955567.3893066,14293994.6586852,7013871.57832818
Netherlands,"Goods, Value of Imports",Swaziland,US Dollars,Direction of Trade Statistics (DOTS),Units,1400000,1800000,3900000,4900000,2979191.7632964,4797370.24514967,5874309.14601533,2845970.22915344,3421950.22798033,9485739.91111057,5296836.95379872
Netherlands,"Goods, Value of Imports",Tanzania,US Dollars,Direction of Trade Statistics (DOTS),Units,22200000,25900000,38400000,23300000,21730176.1376583,21931742.8464549,24367980.0320913,22104380.7082697,22832919.9105533,24962704.7985157,41278583.5741069
Netherlands,"Goods, Value of Imports",Togo,US Dollars,Direction of Trade Statistics (DOTS),Units,22900000,27400000,19300000,15800000,7644258.6798561,5876346.71166426,2934747.72686753,2597881.1540564,4216089.98514098,8289033.38154622,6341880.15291386
Netherlands,"Goods, Value of Imports",Uganda,US Dollars,Direction of Trade Statistics (DOTS),Units,17100000,28700000,31000000,43000000,44539607.4718748,43342200.0120385,36900160.4564093,30846112.306368,10520384.1553089,15904438.569683,63867833.7976499
Netherlands,"Goods, Value of Imports",Zambia,US Dollars,Direction of Trade Statistics (DOTS),Units,1100000,700000,2100000,2500000,1465991.00848031,3883008.75108616,4690675.69976823,5523598.31551281,7801527.13196784,9237937.04387755,6955952.02080869
Netherlands,"Goods, Value of Imports",Zimbabwe,US Dollars,Direction of Trade Statistics (DOTS),Units,32100000,24900000,28800000,34600000,29558119.0241115,46241204.3488758,62322339.0978784,55883280.9481129,49995335.3327146,57889167.3745822,83283341.3855012
New Zealand,"Goods, Value of Imports",Angola,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,0,0,0,0,0,0
New Zealand,"Goods, Value of Imports",Benin,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,0,0,0,16268.1879020768,0,0
New Zealand,"Goods, Value of Imports",Botswana,US Dollars,Direction of Trade Statistics (DOTS),Units,0,10000,0,0,0,0,28912.1037665198,0,8842.71204759912,25.32607319235,0
New Zealand,"Goods, Value of Imports",Burkina Faso,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,0,0,0,0,0,26.03297510179
New Zealand,"Goods, Value of Imports",Burundi,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,40000,0,0,0,0,0,0,0
