Event date,Day,Action,Protester,State/target,Agent,Event,Country,Location,Issue,Linked date,Time,# protester,Arrests,Injuries,ProtKilled,Propdamag,#State,#State inj,#State killed,Org strength: dissidents,Org. strength: regime,Source,Story date,No event found
12-Jan-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,13/01/1984,
13-Jan-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,13/01/1984,
13-Jan-84,Fri,harassment,Church,government,prison,church medical team denied access to hunger strikers,Poland,Strzelin,justice,,,12,0,0,0,N,0,0,0,20000000,1816000,Reuters,13/01/1984,
14-Jan-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
15-Jan-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
16-Jan-84,Mon,petition,Solidarity,government,,underground committee for social resistance vows protest,Poland,Poland,freedom,,,100,0,0,0,N,0,0,0,14000000,1816000,Reuters,18/01/1984,
16-Jan-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
17-Jan-84,Tue,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
18-Jan-84,Wed,arrest,Solidarity,government,police,leaflet printing press found in an apartment,Poland,Szczecin,repression,,,9,9,0,0,N,31,0,0,14000000,1816000,Reuters,18/01/1984,
18-Jan-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
19-Jan-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
20-Jan-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
21-Jan-84,Sat,arrest,Solidarity,government,police,activist arrested on train,Poland,Radom,repression,,11:00,1,1,0,0,N,31,0,0,14000000,1816000,Reuters,21/01/1984,
21-Jan-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
22-Jan-84,Sun,rally,Solidarity,government,,crowd cheers Walesa with meeting of Glemp,Poland,Gdansk,freedom,,,3001,0,0,0,N,3001,0,0,14000000,1816000,Reuters,22/01/1984,
22-Jan-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
23-Jan-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
24-Jan-84,Tue,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
25-Jan-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
26-Jan-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
27-Jan-84,Fri,petition,Church,government,,bishops pledge to act against oppression,Poland,Poland,justice,,,27,0,0,0,N,0,0,0,2000000,1816000,Reuters,27/01/1984,
27-Jan-84,Fri,petition,Solidarity,government,,leaflets: boycott local elections; price rises opposed,Poland,Poland,justice,,,100,0,0,0,N,0,0,0,14000000,1816000,Reuters,27/01/1984,
27-Jan-84,Fri,petition,intellectuals,government,court,professors & lawyers oppose arrest of union lawyer,Poland,Poland,justice,10/01/1984,,40,0,0,0,N,0,0,0,5000,1816000,Reuters,27/01/1984,
27-Jan-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
28-Jan-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
29-Jan-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
30-Jan-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
31-Jan-84,Tue,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
01-Feb-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,15,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
01-Feb-84,Wed,hunger strike,Solidarity,government,prison,hunger strikers moved to hospital,Poland,Strzelin,freedom,,,4,0,4,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
01-Feb-84,Wed,petition,Solidarity,government,prison,prisoner claims no warm clothes are provided,Poland,Strzelin,justice,,,1,0,0,0,N,0,0,0,14000000,1816000,Reuters,01/02/1984,
02-Feb-84,Thu,deployment,Solidarity,government,police,riot police stationed to prevent protest on price rises,Poland,Gdansk,repression,,,0,0,0,0,N,3001,0,0,14000000,1816000,Reuters,02/02/1984,
02-Feb-84,Thu,deployment,Solidarity,government,police,riot police stationed to prevent protest on price rises,Poland,Szczecin,repression,,,0,0,0,0,N,3001,0,0,14000000,1816000,Reuters,02/02/1984,
02-Feb-84,Thu,mobilization,Solidarity,government,,leaflet in Ursus plant urges price rise protest,Poland,Warsaw,freedom,,,31,0,0,0,N,301,0,0,14000000,1816000,Reuters,02/02/1984,
02-Feb-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,11,0,0,0,N,0,0,0,14000000,1816000,Reuters,06/02/1984,
03-Feb-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,11,0,0,0,N,0,0,0,14000000,1816000,Reuters,06/02/1984,
04-Feb-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,11,0,0,0,N,0,0,0,14000000,1816000,Reuters,06/02/1984,
05-Feb-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,11,0,0,0,N,0,0,0,14000000,1816000,Reuters,06/02/1984,
06-Feb-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,10,0,0,0,N,0,0,0,14000000,1816000,Reuters,06/02/1984,
07-Feb-84,Tue,petition,Solidarity,government,prison,prisoner alleges beatings by prison workers,Poland,Katowice,repression,,,1,0,0,0,N,0,0,0,14000000,1816000,Reuters,07/02/1984,
07-Feb-84,Tue,arrest,Solidarity,government,police,"police find printing press, leaflets",Poland,Andrzejow,repression,,,10,10,0,0,N,31,0,0,14000000,1816000,Reuters,07/02/1984,
07-Feb-84,Tue,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,3,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
08-Feb-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,BBC,10/02/1984,
08-Feb-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,BBC,10/02/1984,
08-Feb-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,3,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
09-Feb-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,BBC,10/02/1984,
09-Feb-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,BBC,10/02/1984,
09-Feb-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,3,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
10-Feb-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,BBC,10/02/1984,
10-Feb-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,BBC,10/02/1984,
10-Feb-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,3,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
11-Feb-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,3,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
11-Feb-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
11-Feb-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
12-Feb-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,3,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
12-Feb-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
12-Feb-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
13-Feb-84,Mon,petition,Solidarity,government,,underground Poles & Czechs write: free prisoners,Poland,Warsaw,freedom,,,24,0,0,0,N,0,0,0,14000000,1816000,Reuters,13/02/1984,
13-Feb-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,3,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
13-Feb-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
13-Feb-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
14-Feb-84,Tue,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,13,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
14-Feb-84,Tue,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,3,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
14-Feb-84,Tue,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
14-Feb-84,Tue,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
15-Feb-84,Wed,arrest,Church,government,police,"Fr. Nowak, priest in Ursus arrested and questioned",Poland,Warsaw,repression,,8:00-12:00,1,1,0,0,N,31,0,0,20000000,1816000,Reuters,15/02/1984,
15-Feb-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,13,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
15-Feb-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
15-Feb-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
16-Feb-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Strzelin,freedom,,,3,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
16-Feb-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,13,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
16-Feb-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
16-Feb-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,16/02/1984,
16-Feb-84,Thu,harassment,Church,government,,Fr. Nowak is transferred from Ursus to rural church,Poland,Warsaw,repression,,,0,0,0,0,N,0,0,0,20000000,1816000,Reuters,16/02/1984,
16-Feb-84,Thu,hunger strike,Church,government,,parishioners want Nowak back,Poland,Warsaw,justice,16/02/1984,,4,0,0,0,N,0,0,0,20000000,1816000,Reuters,20/02/1984,
17-Feb-84,Fri,hunger strike,Church,government,,parishioners want Nowak back,Poland,Warsaw,justice,16/02/1984,,4,0,0,0,N,0,0,0,20000000,1816000,Reuters,20/02/1984,
17-Feb-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
17-Feb-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
17-Feb-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
18-Feb-84,Sat,rally,Church,government,,crowd protests Nowak's transfer,Poland,Warsaw,justice,16/02/1984,14:00-18:00,70,0,0,0,N,0,0,0,20000000,1816000,Reuters,18/02/1984,
18-Feb-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
18-Feb-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
18-Feb-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
19-Feb-84,Sun,hunger strike,Church,government,,parishioners want Nowak back,Poland,Warsaw,justice,16/02/1984,,8,0,0,0,N,0,0,0,20000000,1816000,Reuters,20/02/1984,
19-Feb-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
19-Feb-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
19-Feb-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
20-Feb-84,Mon,hunger strike,Church,government,,parishioners want Nowak back,Poland,Warsaw,justice,16/02/1984,,9,0,0,0,N,0,0,0,20000000,1816000,Reuters,20/02/1984,
20-Feb-84,Mon,accede,UN,government,court,Alicja Wesolowska freed after UN's plea,Poland,Warsaw,accede,01/03/1980,,0,0,0,0,N,0,0,0,5000,1816000,Reuters,20/02/1984,
20-Feb-84,Mon,rally,Church,government,,parishioners want Nowak back,Poland,Warsaw,justice,16/02/1984,19:00-20:00,2000,0,0,0,N,0,0,0,20000000,1816000,Reuters,21/02/1984,
20-Feb-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
20-Feb-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
20-Feb-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
21-Feb-84,Tue,hunger strike,Church,government,,parishioners want Nowak back,Poland,Warsaw,justice,16/02/1984,,12,0,0,0,N,0,0,0,20000000,1816000,Reuters,21/02/1984,
21-Feb-84,Tue,petition,protesters,government,Church,hunger strikers ask that Nowak stay in Ursus,Poland,Warsaw,justice,16/02/1984,,12,0,0,0,N,0,0,0,14000000,1816000,Reuters,21/02/1984,
21-Feb-84,Tue,rally,Church,government,,Nowak urges end to hunger strike after mass,Poland,Warsaw,justice,16/02/1984,16:00-17:00,1000,0,0,0,N,0,0,0,20000000,1816000,Reuters,21/02/1984,
21-Feb-84,Tue,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
21-Feb-84,Tue,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
21-Feb-84,Tue,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
22-Feb-84,Wed,dismissed,Solidarity,government,management,Hutmen management fires protesters of price rise,Poland,Wroclaw,repression,,,5,0,0,0,N,0,0,0,14000000,1816000,Fin Times,22/02/1984,
22-Feb-84,Wed,rally,Church,government,,Cracow cardinal agrees to intervene in Nowak transfer,Poland,Warsaw,justice,16/02/1984,,3001,0,0,0,N,0,0,0,20000000,1816000,Reuters,22/02/1984,
22-Feb-84,Wed,hunger strike_e,Church,government,,Nowak hunger strike suspended until Glemp returns,Poland,Warsaw,justice,16/02/1984,,12,0,0,0,N,0,0,0,20000000,1816000,Reuters,22/02/1984,
22-Feb-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
22-Feb-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
22-Feb-84,Wed,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
23-Feb-84,Thu,mobilization,Solidarity,government,,Radio Solidarity urges boycott of local elections,Poland,Warsaw,freedom,,20:00-20:06,31,0,0,0,N,0,0,0,14000000,1816000,Reuters,23/02/1984,
23-Feb-84,Thu,petition,filmmakers,government,,film directors complain of government censorship,Poland,Poland,repression,,,101,0,0,0,N,0,0,0,14000000,1816000,Reuters,23/02/1984,
23-Feb-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
23-Feb-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
23-Feb-84,Thu,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
24-Feb-84,Fri,petition,Solidarity,government,,leaflet claims government is violating its own laws,Poland,Warsaw,reform,,,100,0,0,0,N,0,0,0,14000000,1816000,Reuters,24/02/1984,
24-Feb-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
24-Feb-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
24-Feb-84,Fri,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
25-Feb-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
25-Feb-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
25-Feb-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
25-Feb-84,Sat,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
26-Feb-84,Sun,rally,Church,government,,Fr. Popieluszko says govt creates a Godless monopoly,Poland,Warsaw,freedom,,19:00-20:30,3001,0,0,0,N,31,0,0,20000000,1816000,Reuters,26/02/1984,
26-Feb-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
26-Feb-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
26-Feb-84,Sun,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
27-Feb-84,Mon,harassment,Solidarity,government,,state unleashes press attack on Solidarity lawyer,Poland,Warsaw,repression,26/02/1984,,0,0,0,0,N,0,0,0,14000000,1816000,Reuters,27/02/1984,
27-Feb-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Leczyca,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Reuters,29/02/1984,
27-Feb-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Barczewo,freedom,,,6,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
27-Feb-84,Mon,hunger strike,Solidarity,government,prison,political prisoners stage hunger strike,Poland,Braniewo,freedom,,,8,0,0,0,N,0,0,0,14000000,1816000,Unces News,05/04/1984,
