Event date,Day,Action,Protester,State/target,Agent,Event,Country,Location,Issue,Linked date,Time,# protester,Arrests,Injuries,ProtKilled,Propdamag,#State,#State inj,#State killed,Org strength: dissidents,Org. strength: regime,Source,Story date,No event found
17-Jan-86,Fri,preemption,Solidarity,government,police,arrest 2 activists to prevent press conf. while peace congress in Warsaw,Poland,Warsaw,repression,,,,2,0,0,N,5,0,0,20000000,1816000,Reuters,17/01/1986,
17-Jan-86,Fri,symbolic,Solidarity,government,,list of 135 political prisoners distributed to peace conference members,Poland,Warsaw,freedom,,,31,0,0,0,N,3,0,0,20000000,1816000,Reuters,17/01/1986,
18-Jan-86,Sat,preemption,Solidarity,government,police,arrest 2 activists to prevent press conf. while peace congress in Warsaw,Poland,Warsaw,repression,,,,2,0,0,N,5,0,0,20000000,1816000,Reuters,18/01/1986,
18-Jan-86,Sat,threat/warning,Solidarity,government,police,Jacek Kuron is warned not to talk to foreign reporters,Poland,Warsaw,repression,,,,0,0,0,N,3,0,0,20000000,1816000,Reuters,18/01/1996,
18-Jan-86,Sat,petition,delegates,government,,foreign delegates to meeting decry dissident arrests and imprisonment,Poland,Warsaw,freedom,,,31,0,0,0,N,0,0,0,31,1816000,Reuters,18/01/1986,
19-Jan-86,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
20-Jan-86,Mon,trial,Solidarity,government,court,4 on trial for jamming state election broadcasts,Poland,Torun,repression,26/09/1985,,0,0,0,0,N,0,0,0,20000000,1816000,Reuters,20/01/1986,
21-Jan-86,Tue,arrest,Solidarity,government,police,3 arrested for illegal publishing and radio equipment,Poland,Gdansk,repression,,,,3,0,0,N,5,0,0,20000000,1816000,Reuters,21/01/1986,
22-Jan-86,Wed,trial,Solidarity,government,court,4 sentenced to probation and fined for TV break-in,Poland,Torun,repression,,,0,0,0,0,N,0,0,0,20000000,1816000,Reuters,22/01/1986,
23-Jan-86,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
24-Jan-86,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
25-Jan-86,Sat,,,,,,,,,,,,,,,,,,,,,,,no event
26-Jan-86,Sun,rally,Church,government,,priest criticizes govt policy; congregation applauds,Poland,Warsaw,democracy,,,3001,0,0,0,N,31,0,0,20000000,1816000,Reuters,26/01/1986,
27-Jan-86,Mon,trial,Solidarity,government,court,Walesa indicted for questioning election results,Poland,Gdansk,repression,06/11/1985,,,1,0,0,N,0,0,0,20000000,1816000,Reuters,27/01/1986,
28-Jan-86,Tue,,,,,,,,,,,,,,,,,,,,,,,no event
29-Jan-86,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
30-Jan-86,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
31-Jan-86,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
01-Feb-86,Sat,,,,,,,,,,,,,,,,,,,,,,,no event
02-Feb-86,Sun,attack,Solidarity,,,Solidarity activist attacked and killed,Poland,Nowy Sacz,repression,,,0,0,0,1,N,,0,0,20000000,1816000,Uncens News,20/02/1986,
03-Feb-86,Mon,trial,Solidarity,government,court,activist sentenced to 18 months for leaflets,Poland,Torun,repression,,,0,0,0,0,N,,0,0,20000000,1816000,Uncens News,20/02/1986,
04-Feb-86,Tue,,,,,,,,,,,,,,,,,,,,,,,no event
05-Feb-86,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
06-Feb-86,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
07-Feb-86,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
08-Feb-86,Sat,,,,,,,,,,,,,,,,,,,,,,,no event
09-Feb-86,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
10-Feb-86,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
11-Feb-86,Tue,accede,Solidarity,government,court,charges against Walesa are dropped,Poland,Gdansk,accede,06/11/1985,,0,0,0,0,N,,0,0,20000000,1816000,Reuters,11/02/1986,
12-Feb-86,Wed,deport,U.S. citizen,government,,U.S. wife of Polish citizen and their child deported,Poland,Wroclaw,repression,,,0,0,0,0,N,3,0,0,20000000,1816000,Reuters,12/02/1986,
13-Feb-86,Thu,accede,Solidarity,government,prison,"C. Bielecki, force-fed hunger striker, allowed to see ailing father",Poland,Warsaw,accede,,,0,0,0,0,N,0,0,0,20000000,1816000,Reuters,13/02/1986,
14-Feb-86,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
15-Feb-86,Sat,exit,Solidarity,government,,apply for political asylum in Germany,Poland,Germany,freedom,,,750,0,0,0,N,0,0,0,20000000,1816000,Uncens News,08/09/1986,no event
16-Feb-86,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
17-Feb-86,Mon,appeal,Solidarity,government,court,3 jailed for general strike call appeal to Supreme Court,Poland,Warsaw,freedom,13/02/1985,,3,0,0,0,N,0,0,0,20000000,1816000,Reuters,17/02/1986,
17-Feb-86,Mon,trial,Solidarity,government,court,6 given suspended sentence for illegal leaflets,Poland,Lublin,repression,,,,,0,0,N,0,0,0,20000000,1816000,Reuters,18/02/1986,
18-Feb-86,Tue,appeal,Solidarity,government,court,4 jailed for jamming state TV granted retrial,Poland,Warsaw,accede,26/09/1985,,,,0,0,N,0,0,0,20000000,1816000,Reuters,18/02/1986,
18-Feb-86,Tue,occupation,Afghans,Afghanistan,embassy,Afghan students want to stay in Poland; arrested,Poland,Warsaw,freedom,,,30,30,0,0,N,31,0,0,30,1816000,Reuters,18/02/1986,
19-Feb-86,Wed,arrest,RPW,government,police,"police find leaflets in flat, arrest 2",Poland,Warsaw,repression,,,2,2,0,0,N,6,0,0,301,1816000,Reuters,19/02/1986,
19-Feb-86,Wed,preclude,Solidarity,government,prison,C. Bielecki's father refused permission to see son again,Poland,Warsaw,repression,13/02/1986,,0,0,0,0,N,0,0,0,20000000,1816000,Reuters,19/02/1986,
20-Feb-86,Thu,accede,Solidarity,government,,U.S. wife of Polish citizen and child granted residence permit,Poland,Wroclaw,accede,12/02/1986,,0,0,0,0,N,0,0,0,20000000,1816000,Reuters,20/02/1986,
20-Feb-86,Thu,arrest,Solidarity,government,police,arrest for printing Underground Solidarity news,Poland,Cracow,repression,,,1,1,0,0,N,3,0,0,20000000,1816000,Uncens News,01/05/1986,
21-Feb-86,Fri,appeal,Solidarity,government,court,3 jailed for general srike; 2 get reduced sentence; 1 same,Poland,Warsaw,freedom,13/02/1985,,0,0,0,0,N,0,0,0,20000000,1816000,Reuters,21/02/1986,
21-Feb-86,Fri,trial,RPW,government,court,2 indicted for belonging to illegal organization,Poland,Warsaw,repression,19/02/1986,,0,0,0,0,N,0,0,0,301,1816000,Reuters,21/02/1986,
22-Feb-86,Sat,strike,OPZZ,government,,copper miners strike for same benefits as coal miners,Poland,Polkawice,benefits,,,301,0,0,0,N,0,0,0,5000000,1816000,BBC,24/02/1986,
23-Feb-86,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
24-Feb-86,Mon,petition,Solidarity,government,prison,ask for 4 hunger strikers transferred to hospitals,Poland,Poland,freedom,,,600,0,0,0,N,0,0,0,20000000,1816000,Uncens News,06/03/1986,
25-Feb-86,Tue,,,,,,,,,,,,,,,,,,,,,,,no event
26-Feb-86,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
27-Feb-86,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
28-Feb-86,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
01-Mar-86,Sat,arrest,Solidarity,government,police,arrested for distributing Solidarity literature,Poland,Lublin,repression,,,1,1,0,0,N,3,0,0,20000000,1816000,Uncens News,01/05/1986,
02-Mar-86,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
03-Mar-86,Mon,trial,KPN,government,court,Confederation for Independent Poland trial begins,Poland,Warsaw,repression,09/03/1985,,0,0,0,0,N,0,0,0,3001,1816000,Reuters,03/03/1986,
04-Mar-86,Tue,,,,,,,,,,,,,,,,,,,,,,,no event
05-Mar-86,Wed,trial,dissidents,government,court,appeals court increases sentence of defecting police,Poland,Warsaw,repression,,,0,0,0,0,N,0,0,0,20000000,1816000,Reuters,06/03/1986,
06-Mar-86,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
07-Mar-86,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
08-Mar-86,Sat,harassment,Church,government,court,2 priests wanted cruxifixes in schools; order to pay fine,Poland,Wolszcz,repression,03/12/1984,,0,0,0,0,N,3,0,0,20000000,1816000,Reuters,08/03/1986,
08-Mar-86,Sat,arrest,KPN,government,police,police arrest KPN member outside KPN trial,Poland,Warsaw,repression,,,1,1,0,0,N,5,0,0,3001,1816000,Reuters,08/03/1986,
09-Mar-86,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
10-Mar-86,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
11-Mar-86,Tue,,,,,,,,,,,,,,,,,,,,,,,no event
12-Mar-86,Wed,petition,Church,government,prison,Church asks 4 prison hunger strikers to eat,Poland,Poland,repression,,,301,0,0,0,N,0,0,0,20000000,1816000,Reuters,12/03/1986,
13-Mar-86,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
14-Mar-86,Fri,arrest,Solidarity,government,police,police arrest 3 in car carrying newsprint,Poland,Warsaw,repression,,,3,3,0,0,N,3,0,0,20000000,1816000,Uncens News,01/05/1986,
15-Mar-86,Sat,exit,Solidarity,government,,apply for political asylum in Germany,Poland,Germany,freedom,,,750,0,0,0,N,0,0,0,20000000,1816000,Uncens News,08/09/1986,
16-Mar-86,Sun,hunger strike,RPW,government,military,6 women oppose imprisonment in military service,Poland,Podkowa Lesna,freedom,,,6,0,0,0,N,0,0,0,3001,1816000,Reuters,16/03/1986,
16-Mar-86,Sun,petition,Solidarity,government,,Walesa speaks against price rises,Poland,Gdansk,inflation,,,1,0,0,0,N,0,0,0,20000000,1816000,Reuters,16/03/1986,
17-Mar-86,Mon,hunger strike,RPW,government,military,9 women oppose imprisonment in military service,Poland,Podkowa Lesna,freedom,,,9,0,0,0,N,0,0,0,3001,1816000,Reuters,23/03/1986,
17-Mar-86,Mon,arrest,Solidarity,government,police,arrest for printing Underground Solidarity news,Poland,Bydgoszcz,repression,,,1,1,0,0,N,3,0,0,20000000,1816000,Uncens News,01/05/1986,
18-Mar-86,Tue,hunger strike,RPW,government,military,9 women oppose imprisonment in military service,Poland,Podkowa Lesna,freedom,,,9,0,0,0,N,0,0,0,3001,1816000,Reuters,23/03/1986,
19-Mar-86,Wed,petition,OPZZ,government,,new unions ask for no required work on Saturdays,Poland,Poland,work rules,,,301,0,0,0,N,0,0,0,5000000,1816000,Reuters,19/03/1986,
19-Mar-86,Wed,hunger strike,RPW,government,military,9 women oppose imprisonment in military service,Poland,Podkowa Lesna,freedom,,,9,0,0,0,N,0,0,0,3001,1816000,Reuters,23/03/1986,
19-Mar-86,Wed,arrest,Solidarity,government,police,arrested for printing Solidarity literature,Poland,Plock,repression,,,1,1,0,0,N,3,0,0,20000000,1816000,Uncens News,01/05/1986,
20-Mar-86,Thu,hunger strike,RPW,government,military,9 women oppose imprisonment in military service,Poland,Podkowa Lesna,freedom,,,9,0,0,0,N,0,0,0,3001,1816000,Reuters,23/03/1986,
21-Mar-86,Fri,hunger strike,RPW,government,military,9 women oppose imprisonment in military service,Poland,Podkowa Lesna,freedom,,,9,0,0,0,N,0,0,0,3001,1816000,Reuters,23/03/1986,
22-Mar-86,Sat,arrest,Solidarity,government,police,2 arrested for mobilization,Poland,Poznan,repression,,,2,2,0,0,N,3,0,0,20000000,1816000,Reuters,22/03/1986,
22-Mar-86,Sat,hunger strike,RPW,government,military,9 women oppose imprisonment in military service,Poland,Podkowa Lesna,freedom,,,9,0,0,0,N,0,0,0,3001,1816000,Reuters,23/03/1986,
23-Mar-86,Sun,hunger strike,RPW,government,military,9 women oppose imprisonment in military service,Poland,Podkowa Lesna,freedom,,,9,0,0,0,N,0,0,0,3001,1816000,Reuters,23/03/1986,
23-Mar-86,Sun,arrest,RPW,government,police,KPN activists arrested at church near Warsaw,Poland,Warsaw,repression,,,4,4,0,0,N,3,0,0,3001,1816000,Reuters,23/03/1986,
24-Mar-86,Mon,trial,KOPP,government,court,human rights activist sentenced to 18 months,Poland,Szczecin,repression,,,0,0,0,0,N,0,0,0,301,1816000,Reuters,24/03/1986,
25-Mar-86,Tue,,,,,,,,,,,,,,,,,,,,,,,no event
26-Mar-86,Wed,arrest,Solidarity,government,police,2 arrested for mobilization,Poland,Warsaw,repression,,,2,2,0,0,N,3,0,0,20000000,1816000,Uncens News,01/05/1986,
27-Mar-86,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
28-Mar-86,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
29-Mar-86,Sat,,,,,,,,,,,,,,,,,,,,,,,no event
30-Mar-86,Sun,rally,Church,government,police,commemorating memorial to Father Popieluszko,Poland,Gdansk,freedom,19/10/1984,,2000,0,0,0,N,8,0,0,20000000,1816000,BBC,31/03/1986,
31-Mar-86,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
01-Apr-86,Tue,,,,,,,,,,,,,,,,,,,,,,,no event
02-Apr-86,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
03-Apr-86,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
04-Apr-86,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
05-Apr-86,Sat,,,,,,,,,,,,,,,,,,,,,,,no event
06-Apr-86,Sun,march,Solidarity,government,,march after mass against price increases,Poland,Gdansk,inflation,,,1000,0,0,0,N,31,0,0,20000000,1816000,Uncens News,17/04/1986,
07-Apr-86,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
08-Apr-86,Tue,trial,Solidarity,government,court,H. Wujec sentenced in absentia for May demo,Poland,Warsaw,repression,01/05/1985,,0,0,0,0,N,0,0,0,20000000,1816000,Fin Times,09/04/1986,
09-Apr-86,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
10-Apr-86,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
11-Apr-86,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
12-Apr-86,Sat,,,,,,,,,,,,,,,,,,,,,,,no event
13-Apr-86,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
14-Apr-86,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
15-Apr-86,Tue,exit,Solidarity,government,,apply for political asylum in Germany,Poland,Germany,freedom,,,750,0,0,0,N,0,0,0,20000000,1816000,Uncens News,08/09/1986,
16-Apr-86,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
17-Apr-86,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
18-Apr-86,Fri,trial,Solidarity,government,court,4 sentenced for having a radio transmitter,Poland,Katowice,repression,,,0,0,0,0,N,0,0,0,20000000,1816000,Uncens New,01/05/1986,
19-Apr-86,Sat,trial,Solidarity,government,court,4 sentenced for printing Solidarity literature,Poland,Bielsko-Biala,repression,,,0,0,0,0,N,0,0,0,20000000,1816000,Uncens News,01/05/1986,
19-Apr-86,Sat,arrest,Solidarity,government,police,arrested for printing Solidarity literature,Poland,Gliwice,repression,,,6,6,0,0,N,3,0,0,20000000,1816000,Uncens News,01/05/1986,
19-Apr-86,Sat,arrest,Solidarity,government,p,arrested for printing Solidarity literature,Poland,Poznan,repression,,,2,2,0,0,N,3,0,0,20000000,1816000,Uncens News,01/05/1986,
20-Apr-86,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
21-Apr-86,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
22-Apr-86,Tue,mobilization,Solidarity,government,,Underground Solidarity calls for Mayday demos,Poland,Poland,freedom,,,31,0,0,0,N,0,0,0,20000000,1816000,Reuters,22/04/1986,
22-Apr-86,Tue,trial,KPN,government,court,5 KPN activists sentenced to prison,Poland,Warsaw,repression,03/03/1986,,0,0,0,0,N,0,0,0,3001,1816000,Reuters,22/04/1986,
23-Apr-86,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
24-Apr-86,Thu,petition,legislator,government,,legislator asks special status of pol. Prisoners & heeding Solidarity,Poland,Warsaw,democracy,,,1,0,0,0,N,0,0,0,20000000,1816000,Fin Times,24/04/1986,
24-Apr-86,Thu,arrest,journalist,government,police,journalist accused of writing against government,Poland,Warsaw,repression,,,0,1,0,0,N,3,0,0,3001,1816000,Uncens News,08/09/1986,
25-Apr-86,Fri,preclude,Solidarity,government,,govt refuses permit for Mayday demonstration,Poland,Warsaw,repression,,,15,0,0,0,N,0,0,0,20000000,1816000,Reuters,25/04/1986,
26-Apr-86,Sat,deployment,Solidarity,government,police,armed police deployed to prevent demos,Poland,Warsaw,repression,,19:00-5:00,0,0,0,0,N,301,0,0,20000000,1816000,Reuters,28/04/1986,
27-Apr-86,Sun,deployment,Solidarity,government,police,armed police deployed to prevent demos,Poland,Warsaw,repression,,19:00-5:00,0,0,0,0,N,301,0,0,20000000,1816000,Reuters,28/04/1986,
28-Apr-86,Mon,threat,Solidarity,government,,govt threatens long prison terms if demos on 5/1/86,Poland,Poland,repression,01/05/1985,,0,0,0,0,N,0,0,0,20000000,1816000,Reuters,28/04/1986,
29-Apr-86,Tue,threat,journalists,government,police,govt threatens dismissal if demos are filmed or covered,Poland,Poland,repression,,,0,0,0,0,N,0,0,0,3001,1816000,Reuters,29/04/1986,
29-Apr-86,Tue,arrest,Solidarity,government,police,activist arrested who asked for permit to march,Poland,Warsaw,repression,25/04/1986,,1,1,0,0,N,5,0,0,20000000,1816000,BBC,01/05/1986,
29-Apr-86,Tue,mobilization,Solidarity,government,,Radio Solidarity broadcasts in Warsaw,Poland,Warsaw,freedom,,19:00-19:08,31,0,0,0,N,0,0,0,20000000,1816000,Uncens News,01/05/1986,
30-Apr-86,Wed,,,,,,,,,,,,,,,,,,,,,,,no event
01-May-86,Thu,deployment,Solidarity,government,police,armed police deployed to prevent demos,Poland,Poland,repression,,6:00-23:59,,0,0,0,N,3001,0,0,20000000,1816000,Reuters,01/05/1986,
01-May-86,Thu,rally,Solidarity,government,police,police disturb rally at Popielusko's church,Poland,Warsaw,freedom,,,3001,31,0,0,N,301,0,0,20000000,1816000,Uncens News,01/05/1986,
01-May-86,Thu,demonstration,Solidarity,government,police,police attack demo after mass at Popielusko's church,Poland,Warsaw,freedom,,,301,251,0,0,N,301,0,0,20000000,1816000,Reuters,01/05/1986,
01-May-86,Thu,occupation,Solidarity,government,police,sit-in by Popielusko's church broken up by police,Poland,Warsaw,freedom,,,3001,31,0,0,N,301,0,0,20000000,1816000,Uncens News,01/05/1986,
01-May-86,Thu,deployment,Solidarity,government,police,riot police ring Walesa's house and church,Poland,Gdansk,repression,,,,0,0,0,N,301,0,0,20000000,1816000,Reuters,01/05/1986,
01-May-86,Thu,rally,Solidarity,government,police,"rally was to turn into a march, but people dissipate",Poland,Cracow,freedom,,,5000,0,0,0,N,301,0,0,20000000,1816000,Reuters,01/05/1986,
01-May-86,Thu,rally,Solidarity,government,,rally for freedom in Poland and Afghanistan,Poland,Nowa Huta,freedom,,,2000,0,0,0,N,301,0,0,20000000,1816000,Reuters,01/05/1986,
01-May-86,Thu,march,Solidarity,government,police,police prevent march to 1956 monument,Poland,Poznan,freedom,,,700,31,31,0,N,301,0,0,20000000,1816000,Reuters,01/05/1986,
01-May-86,Thu,demonstration,Solidarity,government,police,demonstrators clash with police; throw stones,Poland,Wroclaw,freedom,,,200,21,21,0,N,301,0,0,20000000,1816000,Reuters,01/05/1986,
01-May-86,Thu,rally,Solidarity,government,police,local Solidarity leader address crowd,Poland,Bydgoszcz,freedom,,,200,21,0,0,N,31,0,0,20000000,1816000,Reuters,01/05/1986,
02-May-86,Fri,rally,RPW,government,police,rally against Chernobyl disaster & info about it,Poland,Wroclaw,nuclear power,,,1000,5,0,0,N,31,0,0,3001,1816000,Uncens News,15/05/1986,
03-May-86,Sat,rally,Church,government,police,rally to celebrate 1791 constitution; police intervene,Poland,Gdansk,freedom,5/3/1791,,10000,31,0,0,N,301,0,0,20000000,1816000,Uncens News,15/05/1986,
03-May-86,Sat,rally,Church,government,police,rally to celebrate 1791 constitution; police intervene,Poland,Warsaw,freedom,5/3/1791,,3001,31,0,0,N,301,0,0,20000000,1816000,Reuters,03/05/1986,
03-May-86,Sat,rally,Solidarity,government,police,police break up rally for political prisoners,Poland,Wroclaw,freedom,,,301,31,0,0,N,301,0,0,20000000,1816000,Reuters,03/05/1986,
04-May-86,Sun,demonstration,KPN,government,police,police break up KPN demonstration,Poland,Machowa,freedom,,,301,36,0,0,N,301,0,0,3001,1816000,Uncens News,15/05/1986,
05-May-86,Mon,trial,Solidarity,government,court,Warsaw Solidarity leader put on trial,Poland,Warsaw,repression,,,,,0,0,N,,0,0,20000000,1816000,Uncens News,15/05/1986,
06-May-86,Tue,,,,,,,,,,,,,,,,,,,,,,,no event
07-May-86,Wed,trial,RPW,government,court,RPW member sentenced to 3 yrs for refusing military oath,Poland,Poznan,repression,,,0,0,0,0,N,0,0,0,3001,1816000,Uncens News,15/05/1986,
08-May-86,Thu,,,,,,,,,,,,,,,,,,,,,,,no event
09-May-86,Fri,,,,,,,,,,,,,,,,,,,,,,,no event
10-May-86,Sat,arrest,ethnic Germans,government,police,police arrest ethnic German-Polish citizens to prevent a rally,Poland,Poland,repression,,,5,5,0,0,N,31,0,0,3001,1816000,Uncens News,15/05/1986,
11-May-86,Sun,rally,Solidarity,government,police,mass on 5th anniv. of Rural Solidarity registration,Poland,Warsaw,freedom,11/05/1981,,1750,0,0,0,N,301,0,0,20000000,1816000,Uncens News,15/05/1986,
12-May-86,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
13-May-86,Tue,,,,,,,,,,,,,,,,,,,,,,,no event
14-May-86,Wed,exit,Solidarity,government,,apply for political asylum in Germany,Poland,Germany,freedom,,,750,0,0,0,N,0,0,0,20000000,1816000,Uncens News,08/09/1986,
15-May-86,Thu,trial,Solidarity,government,court,4 Solidiarity activists sentenced to prison,Poland,Warsaw,repression,,,,,0,0,N,,0,0,20000000,1816000,Uncens News,15/05/1986,
16-May-86,Fri,petition,civilians,government,Sejm,petition to stop construction of nuclear power plant,Poland,Bialystok,nuclear power,,,3000,0,0,0,N,0,0,0,300000,1816000,Reuters,16/05/1986,
16-May-86,Fri,petition,scientists,government,Energy minister,nuclear scientists appeal for greater safety at nuclear power plants,,,nuclear power,,,5,0,0,0,N,0,0,0,501,1816000,BBC,22/05/1986,
17-May-86,Sat,petition,women,government,,women factory workers complain about radiation,Poland,Warsaw,nuclear power,,,3001,0,0,0,N,0,0,0,20000000,1816000,Uncens News,03/06/1986,
18-May-86,Sun,,,,,,,,,,,,,,,,,,,,,,,no event
19-May-86,Mon,,,,,,,,,,,,,,,,,,,,,,,no event
20-May-86,Tue,mobilization,students,government,university,students vote to boycott classes because of toxic gas,Poland,Gdansk,ecology,,,301,0,0,0,N,8,0,0,20000000,1816000,Reuters,21/05/1986,
21-May-86,Wed,boycott,students,government,university,students boycott classes because of toxic gas,Poland,Gdansk,ecology,20/05/1986,,301,0,0,0,N,5,0,0,20000000,1816000,Reuters,21/05/1986,
22-May-86,Thu,boycott,students,government,university,students boycott classes because of toxic gas,Poland,Gdansk,ecology,20/05/1986,,301,0,0,0,N,8,0,0,20000000,1816000,Reuters,22/05/1986,
22-May-86,Thu,symbolic,students,government,,students ride in open bus with Solidarity banners,Poland,Wroclaw,freedom,,10:00-12:00,54,54,0,0,N,31,0,0,20000000,1816000,Reuters,23/05/1986,
23-May-86,Fri,boycott,students,government,university,students boycott classes because of toxic gas,Poland,Gdansk,ecology,20/05/1986,,301,0,0,0,N,5,0,0,20000000,1816000,Reuters,26/05/1986,
24-May-86,Sat,boycott,students,government,university,students boycott classes because of toxic gas,Poland,Gdansk,ecology,20/05/1986,,301,0,0,0,N,5,0,0,20000000,1816000,Reuters,26/05/1986,
25-May-86,Sun,petition,Solidarity,government,prison,Walesa joins in letter to release an ill political prisoner,Poland,Gdansk,freedom,,,948,0,0,0,N,0,0,0,20000000,1816000,Reuters,25/05/1986,
26-May-86,Mon,boycott,students,government,university,students boycott classes because of toxic gas,Poland,Gdansk,ecology,20/05/1986,,301,0,0,0,N,3,0,0,20000000,1816000,Reuters,26/05/1986,
27-May-86,Tue,boycott,students,government,university,students boycott classes because of toxic gas,Poland,Gdansk,ecology,20/05/1986,,301,0,0,0,N,3,0,0,20000000,1816000,Reuters,27/05/1986,
28-May-86,Wed,boycott,students,government,university,students boycott classes because of toxic gas,Poland,Gdansk,ecology,20/05/1986,,301,0,0,0,N,3,0,0,20000000,1816000,Reuters,04/06/1986,
29-May-86,Thu,petition,Church,government,,Primate Glemp accuses regime of suppressing religion,Poland,Warsaw,religion,,,1,0,0,0,N,0,0,0,20000000,1816000,Reuters,30/05/1986,
29-May-86,Thu,symbolic,Solidarity,government,,"parishioners sing protest songs, put flowers on Solidarity area in St. Anne's church",Poland,Warsaw,freedom,,,301,0,0,0,N,8,0,0,20000000,1816000,Reuters,30/05/1986,
